id,name,url,calories per 100 grams,teaspoon,tablespoon,cup,slice,single
7290020244048,100% כרובית מוקפא,https://images.openfoodfacts.org/images/products/729/002/024/4048/front_he.3.400.jpg,31,,,,,100
7290020244611,טונה במים,,126,,,240,,
7290020247964,‏דגנים פרי פרחים במילוי קרם נוגט,,381,6,20,340,,
7290020266088,גבינה בטים שמנת,,124,5,15,200,,
7290020398390,פרוצ'יטו בטעם ברביקיו,,419,,,,,100
7290020398413,ProCheeto בטעם פפריקה,https://images.openfoodfacts.org/images/products/729/002/039/8413/front_he.3.400.jpg,417.5,,,,,100
7290100680711,פירורי לחם,https://images.openfoodfacts.org/images/products/729/010/068/0711/front_en.5.400.jpg,366,,,,25,
7290100700419,בורגול,,359,,,,,100
7290100702611,פתיתים אפויים,,369,,8,80,,
7290100703007,עדשים שחורות בלוגה,https://images.openfoodfacts.org/images/products/729/010/070/3007/front_en.6.400.jpg,356,,,,,100
7290101114338,שלגון וניל שוקולד לבן,,248,,,,,100
7290102394845,גבינה צהובה 9%,,670,,,,25,
7290102397600,מעדן עם שקדים מקורמלים,https://images.openfoodfacts.org/images/products/729/010/239/7600/front_en.16.400.jpg,128,5,15,200,,
7290102398638,מוקה,,46,,,,,100
7290102398669,קפוצ'ינו,https://images.openfoodfacts.org/images/products/729/010/239/8669/front_he.3.400.jpg,44,,,,,100
7290104506819,דגני בוקר במילוי קרם בטעם נוגט,,445,6,20,340,,
7290105366047,טחינה לבנה,https://images.openfoodfacts.org/images/products/729/010/536/6047/front_en.3.400.jpg,316,5,15,200,,
7290105692511,עוגת הבית שיש כשל&quot;פ,,395,,,,,100
7290105694614,ספגתי מהיר הכנה,,158,,,,,100
7290106520066,רבע לשבע,https://images.openfoodfacts.org/images/products/729/010/652/0066/front_he.5.400.jpg,503.7593985,,,,,100
7290106525504,טעמי בייגלה,,504.7619048,,,,,40
7290106528949,סלט ערוגות,https://images.openfoodfacts.org/images/products/729/010/652/8949/front_he.9.400.jpg,24,5,15,200,,
7290106570177,בייגלה כשל״פ,,488,,,,,40
7290106571945,עוגיות קקאו עם שוקולד מריר,,471,,,,,40
7290106572027,לחמית 5 דגנים,https://images.openfoodfacts.org/images/products/729/010/657/2027/front_en.3.400.jpg,423.0769231,,,,,100
7290106573628,חומוס עם טחינה,,196,5,15,200,,
7290106575431,עוגת סופלה שוקו וניל,,404,,,,,100
7290106577480,חציל על האש בטחינה,https://images.openfoodfacts.org/images/products/729/010/657/7480/front_he.4.400.jpg,222,5,15,200,,
7290106663183,צ׳יטוס Crunchy בטעם גבינה,https://images.openfoodfacts.org/images/products/729/010/666/3183/front_he.6.400.jpg,550,5,15,200,,
7290106724488,דנונה bio,https://images.openfoodfacts.org/images/products/729/010/672/4488/front_he.3.400.jpg,55.33333333,,,,,100
7290107646154,חטיף פצפוצים בטעם שוקולד,https://images.openfoodfacts.org/images/products/729/010/764/6154/front_he.4.400.jpg,470,,,,,40
7290107947480,אנרגי,,428,,,,,100
7290107951111,בפלות בטעם לימון,https://images.openfoodfacts.org/images/products/729/010/795/1111/front_he.5.400.jpg,525,,,,,100
7290107955782,שוקולד מריר ללא סוכר,,389.2215569,,,,,100
7290107974066,עלי טורטייה דגנים,,308,,,,25,
7290108503692,פיצה מרגריטה,https://images.openfoodfacts.org/images/products/729/010/850/3692/front_he.3.400.jpg,238,,,,,100
7290108509137,בולגרית מעודנת,https://images.openfoodfacts.org/images/products/729/010/850/9137/front_he.3.400.jpg,113,,,,,100
7290108940855,סלט עם בולגרית,,36,5,15,200,,
7290108941210,כריך שווארמה מזרחית,,229,,,,,100
7290108942149,שיקשוק סלט אדמה,,119,5,15,200,,
7290108942736,כריך סביח טבעוני לפסח,,248,,,,,100
7290109063348,נתחי טונה פרי הגליל,,131.25,,,,,40
7290109063577,נתחיל טונה בהירה בשמן קנולה,https://images.openfoodfacts.org/images/products/729/010/906/3577/front_he.8.400.jpg,159,5,15,240,,
7290109580166,סרוולד קלאסי,,438,,,,,100
7290109580463,שניצולים מן הצומח בחריפות עדינה,,265,,,,,100
7290109580647,קובה סלק,,99,,,,,100
7290109581118,מדם פרז קציצות עוף ברוטב אדום,,112,5,15,240,,
7290109581156,קציצות בשר ופסטה,,121,,8,80,,
7290110003067,פריכיות תירס,,379,,,,,100
7290110003265,פריכיות משולשים מתירס,https://images.openfoodfacts.org/images/products/729/011/000/3265/front_he.3.400.jpg,389,,,,,100
7290110114961,פריגת תפוזים,https://images.openfoodfacts.org/images/products/729/011/011/4961/front_en.16.400.jpg,35,,,,,100
7290110114985,מיץ אשכוליות,https://images.openfoodfacts.org/images/products/729/011/011/4985/front_he.4.400.jpg,34,,,240,,
7290110115005,מיץ בטעם ענבים,https://images.openfoodfacts.org/images/products/729/011/011/5005/front_en.6.400.jpg,36,,,240,,
7290110324025,פתיתי מוצרלה,https://images.openfoodfacts.org/images/products/729/011/032/4025/front_he.3.400.jpg,287,,,,,100
7290110326210,יוגורט פצפוצים,,108,5,15,200,,
7290110327514,אלטרנטיב שיבולת שועל עם אגוזי לוז,https://images.openfoodfacts.org/images/products/729/011/032/7514/front_he.23.400.jpg,54,,8,80,,
7290110328580,יוגורט ביו 5%,https://images.openfoodfacts.org/images/products/729/011/032/8580/front_en.3.400.jpg,85,5,15,200,,
7290110557379,מעדן בטעם קרם חלב,https://images.openfoodfacts.org/images/products/729/011/055/7379/front_he.8.400.jpg,131.8518519,6,20,340,,
7290110558437,Alpro שקדים,,29,,,,,100
7290110564360,חומוס עשיר ב40 אחוז טחינה גולמית,,300,5,15,200,,
7290110565930,חטיף דגנים שברי אגוזיםצושוקלד,,412.5,,,,,40
7290110566975,יוגורט דנונה פרו בטעם תות,https://images.openfoodfacts.org/images/products/729/011/056/6975/front_en.9.400.jpg,65,5,15,200,,
7290110570040,BARISTA ללא סוכר שקדים חלב,https://images.openfoodfacts.org/images/products/729/011/057/0040/front_en.3.400.jpg,24,,,,,100
7290110577872,קונפיטורות תות שדה לייט,,134,,,,,100
7290110578466,טעמי בייגלה ווניל עוגיות,https://images.openfoodfacts.org/images/products/729/011/057/8466/front_en.5.400.jpg,511.1111111,,,,,40
7290111350672,דבש טהור מפרחי בר,https://images.openfoodfacts.org/images/products/729/011/135/0672/front_he.3.400.jpg,320,6,20,340,,
7290112127853,גבינה חצי קשה 28%,,352,5,15,200,,
7290112191335,מיני ניוקי,https://images.openfoodfacts.org/images/products/729/011/219/1335/front_he.3.400.jpg,165,,,,,100
7290112198365,פריכיות אורז מלא,,387.5,,8,80,,
7290112330390,יוגורט חלבון פירות יער,https://images.openfoodfacts.org/images/products/729/011/233/0390/front_en.14.400.jpg,65,,8,80,,
7290112344861,מילקי בטעם קפוצ'ינו,,161,,,,,100
7290112346629,קראנצ קורנפלקס,https://images.openfoodfacts.org/images/products/729/011/234/6629/front_en.4.400.jpg,104,,8,80,,
7290112349705,רוטב פומודורו,,40,5,15,240,,
7290112491701,ברנפלקס אקסטרה חלבון,https://images.openfoodfacts.org/images/products/729/011/249/1701/front_en.14.400.jpg,348,,,240,,
7290112494221,ביסקויט מצופה שוקולד חלב ושוקולד לבן,https://images.openfoodfacts.org/images/products/729/011/249/4221/front_iw.3.400.jpg,521.5384615,,,,,100
7290112495020,כריות צ'וקולדה,https://images.openfoodfacts.org/images/products/729/011/249/5020/front_de.3.400.jpg,457,,,,,100
7290112497123,סחלב,,394,,,,,100
7290112499257,שוקובו - בטעם שוקולד עם ליבת שוקולד לבן,,352.9411765,,,,,100
7290112870179,ממרח פלפלים קלויים,,201,6,20,340,,
7290112964625,רוטב לסלט שום לייט,,183,5,15,240,,
7290112965660,פיטנס מלח פלפל,https://images.openfoodfacts.org/images/products/729/011/296/5660/front_he.3.400.jpg,476,,,,,100
7290112965905,ביגלה,https://images.openfoodfacts.org/images/products/729/011/296/5905/front_he.3.400.jpg,400,,,,,100
7290112967572,רוטב ברביקיו,https://images.openfoodfacts.org/images/products/729/011/296/7572/front_he.4.400.jpg,168,5,15,240,,
7290112967848,ג'לי,,360,,,,,100
7290112968722,נקניקיות מן הצומח,,216.6666667,,,,25,
7290113192485,מלפפון בחומץ,,18,,,,,100
7290113829497,אול אין בוטנים קרמל,,390,6,20,340,,
7290114312486,בולגרית מעודנת 16% שום ועשבי תיבול,https://images.openfoodfacts.org/images/products/729/011/431/2486/front_he.3.400.jpg,188,,,,,100
7290114312950,משקה בטעם וניל עם תלבוני חלב 0% שומן,https://images.openfoodfacts.org/images/products/729/011/431/2950/front_en.11.400.jpg,40,,,240,,
7290114313278,משקה קפה עם חלבוני חלב,https://images.openfoodfacts.org/images/products/729/011/431/3278/front_en.5.400.jpg,45,,,240,,
7290114313476,יוגורט קרמי בטעם קוקוס,https://images.openfoodfacts.org/images/products/729/011/431/3476/front_he.3.400.jpg,51,5,15,200,,
7290114313865,חלב מועשר חלבון,https://images.openfoodfacts.org/images/products/729/011/431/3865/front_he.3.400.jpg,64,,8,80,,
7290114314060,יוגורט אננס,,88,5,15,200,,
7290114314626,משקה קפה עם חלבי חלב 1.5% שומן,https://images.openfoodfacts.org/images/products/729/011/431/4626/front_en.4.400.jpg,58,,,240,,
7290114314718,יוגורט 25 גרם חלבון נטול לקטוז,,82,,8,80,,
7290114604857,דפי אורז 22 ס״מ קוטר,,340,,8,80,,
7290115200881,שטוחים עם שומשום במליחות מעודנת,,432,,,,,100
7290115202687,חומוס,,191,5,15,200,,
7290115208528,קרמוגית טירמיסו,,540,,,,,100
7290115668711,ביס חלבון בוטנים וחמוציות,https://images.openfoodfacts.org/images/products/729/011/566/8711/front_en.3.400.jpg,464,,8,80,,
7290115670240,הפריכות הטעימות הדקות אורז מלא,,383,,8,80,,
7290116535371,קורנפלקס ללא גלוטן,,377,,8,80,,
7290116537351,כריות נוגט,https://images.openfoodfacts.org/images/products/729/011/653/7351/front_he.3.400.jpg,465,,,,,100
7290116537962,כריות וניל חדש,,451,,,,,100
7290116932644,גבינת שמנת עם זעתר,,254,,,,,100
7290116933078,גבינת שמנת עם פלפלים,,256,,,,,100
7290116934433,Go Yoplait Light קיווי,https://images.openfoodfacts.org/images/products/729/011/693/4433/front_he.8.400.jpg,62,,,,,100
7290116935539,משקה יוגורט בתוספת חלבוני חלב - 0.5% שומן,https://images.openfoodfacts.org/images/products/729/011/693/5539/front_ru.6.400.jpg,53,,,240,,
7290116935966,"גבינת שמנת בתיבול עגבניות, פלפלים, שום ובצל",,257,,,,,100
7290116936017,Crunch בטעם קרמל ושוקולד לבן,,339,,,,,100
7290116936031,חטיף חלבון Crunch של,https://images.openfoodfacts.org/images/products/729/011/693/6031/front_en.8.400.jpg,340.3225806,,8,80,,
7290116936130,שוקו,,58,,,,,100
7290116936406,מוצרלה בייבי 22%,,282,,,,,100
7290116936581,יוגורט חלבון בטעם טבעי,https://images.openfoodfacts.org/images/products/729/011/693/6581/front_he.3.400.jpg,68,,8,80,,
7290117033043,Popcorn פופקורן,,224,,,,,40
7290117034880,נודלס,,110,,,,,100
7290117263723,פיצה עם ירקות בגריל,,194,,,,,100
7290117265611,תירס מתוק,,95,,,,,100
7290117265918,גאודה 28,,352,,,,,100
7290117266007,מחית עגבניות בתוספת מלח,https://images.openfoodfacts.org/images/products/729/011/726/6007/front_he.3.400.jpg,35,,,,,100
7290117384589,כשר פרווה,,313.8461538,,,,,100
7290117384596,חטיף חלבון בטעם פאי קינמון,,315,,8,80,,
7290117842577,אוזני המן פתי-בר,,481,,,,,100
7290118240723,קורונפלקס,,380,,,,,100
7290118420217,בייגלה שטוחים מצופה שוקולד,,497,,,,,40
7290118421603,אפרופו בטעם קרמל,,547.5,,,,,100
7290118422617,קרמוגית קראנץ',,539,,,,,100
7290118423669,אפרופו בצל,,520,,,,,100
7290118425830,ביסלי במבה מיקס,,520,,,,,100
7290118426202,ביסלי במבה מיקס,https://images.openfoodfacts.org/images/products/729/011/842/6202/front_en.3.400.jpg,520,,,,,100
7290118426578,קרוטונים מתובלים,,556,,,,,100
7290118427322,אצבעות שוקולד פתיבר,,481,,,,,100
7290118427742,עוגיות מיני בטעם שוקולד,,467,,,,,40
7290118427858,שוקולד מריר Fitness,,478.9473684,,,,,100
7290118428817,חטיף שוקולד,,464.2857143,,,,,40
7290118428855,חטיפי כרובית,https://images.openfoodfacts.org/images/products/729/011/842/8855/front_he.3.400.jpg,166,,,,,100
7290119042579,עוגיות בוטנים,,468,6,20,340,,
7290119048601,עוגיות קוקוס,,447,,,,,40
7290119370955,יוגורט בטעם וניל עוגיות,https://images.openfoodfacts.org/images/products/729/011/937/0955/front_en.19.400.jpg,56,5,15,200,,
7290119372065,מילקי שוקולד וקצפת קפה,,156,,,,,100
7290119373680,קולסלאו,https://images.openfoodfacts.org/images/products/729/011/937/3680/front_he.3.400.jpg,212,,,,,100
7290119373925,מטבוחה חריפה,,106,,,,,100
7290119377411,יוגורט 2% שומן,,88.37209302,5,15,200,,
7290119379200,שמן זית,,828,5,15,240,,
7290119380794,PRO שכבה בטעם פירות יער,https://images.openfoodfacts.org/images/products/729/011/938/0794/front_he.5.400.jpg,54.88372093,,,,,100
7290119380800,Pro שכבות מנגו,https://images.openfoodfacts.org/images/products/729/011/938/0800/front_en.9.400.jpg,55.81395349,,,,,100
7290119380992,נמס קפה קר,,365,,,,,100
7290119381173,תפוצ׳יפס בטעם לחם שום,,539,,,,25,
7290119381937,תפוציפס בטעם מקסיקני,,539,,,,,100
7290119382873,קונפיטורת אוכמניות כחולות ודומדמניות,,252,,,,,100
7290119382996,תירס קראנצ'י,,79,,,,,100
7290119383153,חטיף חלבון עם שקדים וקשיו,,405,,8,80,,
7290119383627,‏דונה בטעם תות 3% שומן,https://images.openfoodfacts.org/images/products/729/011/938/3627/front_he.3.400.jpg,79,,,,,100
7290119383733,קראנצ' בסגנון ס'מורס,https://images.openfoodfacts.org/images/products/729/011/938/3733/front_en.8.400.jpg,537,,,,,100
7290119384549,הפריכיות הטעימות,,438,,,,,100
7290119384822,בלונדי עוגיות,,542,,,,,40
7290119385577,חלב סויה בטעם וניל,https://images.openfoodfacts.org/images/products/729/011/938/5577/front_he.4.400.jpg,54,,,,,100
7290119385768,יוגורט בטעם מתיקות מעודנת עם פתיתי סויה מצופים שוקולד מריר 3.9% שומן,https://images.openfoodfacts.org/images/products/729/011/938/5768/front_en.3.400.jpg,215,5,15,200,,
7290119621699,שוקולד לבן בתוספת שקדים,,564.6,,,,,100
7290119621767,שוקולד חלב מעולה בתוספת פיסטוק,,532.7,,,,,100
7290119673360,טונה במים,,123,,,240,,
7290119950102,בראטוורסט,,197.7142857,,,,,100
7290121132664,מטבוחה מרוקאית,,67,,,,,100
7290121140461,שייק חלבון,,345.4545455,,8,80,,
7290121161886,חטיף חלבון בטעם בננה שוקולד צ'יפס,https://images.openfoodfacts.org/images/products/729/012/116/1886/front_en.3.400.jpg,362,,8,80,,
7290121162531,דפי אורז מרובעים,,339,,8,80,,
7290121167116,חטיף חלבון אפוי בטעם שמנת בצל,,220,,8,80,,
7290121580045,כריך הודו מעושן,,228,,,,,100
7290121581509,סלט עוף,,81,5,15,200,,
7290121749107,כדורי גבינת עיזים מטובלים,,108,,,,,100
7290122781786,ערגליות אייס קפוצ'ינו,,409,,,,,100
7290123901022,שניצל,,221,,,,,100
72909768,פסקזמן אגוזים,https://images.openfoodfacts.org/images/products/000/007/290/9768/front_en.6.400.jpg,560,,,,,100
72917367,טעמי,https://images.openfoodfacts.org/images/products/000/007/291/7367/front_yi.5.400.jpg,507.5,,,,,100
72940761,מילקי בטעם שוקולד,https://images.openfoodfacts.org/images/products/000/007/294/0761/front_en.18.400.jpg,103.7037037,,,,,100
7296058000298,פרכיות אורז מלא,https://images.openfoodfacts.org/images/products/729/605/800/0298/front_he.8.400.jpg,386,,8,80,,
7296073074434,פתי בר גדול,,452,,,,,100
7296073079002,פריכיות דקות,,6892.857143,,,,,100
7296073345749,טופו במרקם רך,,131,,,,,100
7296073345756,טופו,,131,,,,,100
7296073450726,חטיפי פריכיות בתיבול פלפל שחור,,440,,,,,100
7296073641957,גבינה בולגרית 16%,,206,5,15,200,,
7296073661931,פיצה ביס,,235,,,,,100
7296073705123,תירס מתוק,,95,,,,,100
7296073705253,אורז בסמטי הודי (מבושל),,344,,8,80,,
7296073705437,טונה בשמן,https://images.openfoodfacts.org/images/products/729/607/370/5437/front_en.6.400.jpg,147,5,15,240,,
7296073705529,ברוקלי מוקפא,,24,,,,,100
7296073706090,פיסטוקים,https://images.openfoodfacts.org/images/products/729/607/370/6090/front_en.4.400.jpg,576,,,,,100
7296073706762,פסטה פומינו פוזילי,,350,,8,80,,
7296073707707,בישקוטים,https://images.openfoodfacts.org/images/products/729/607/370/7707/front_he.3.400.jpg,377,,,,,100
7296073725435,סלט טחינה,,401,5,15,200,,
7296073725589,חומוס,,287,5,15,200,,
7296073729129,נתחי טונה בהירה במי מלח,,104,,,,,40
7296073731917,פיצה מרגריטה,https://images.openfoodfacts.org/images/products/729/607/373/1917/front_he.3.400.jpg,246,,,,,100
7296073747314,קבב ביתי,,294,,,,,100
7297488199859,מצות מתפוחי אדמה,,410,,,,,100
7613035635845,גרנולה שוקולד,https://images.openfoodfacts.org/images/products/761/303/563/5845/front_he.12.400.jpg,436,,8,80,,
7622201521493,גבינת שמנת עם שום ועשבי תיבול - 12% שומן,https://images.openfoodfacts.org/images/products/762/220/152/1493/front_ru.6.400.jpg,149,,,,,100
7891515874216,שניצל תירס,,214.4578313,,,,,100
8008660210113,קונפיטורת תות,,244,,,,,100
8033020444549,קמח חיתה תופח,,347,,8,80,,
8290010530006,סינטה בלדי דק,https://images.openfoodfacts.org/images/products/829/001/053/0006/front_he.3.400.jpg,198,,,,,100
8410184010108,אורז חצי עגול,,356,,8,80,,
8697418280487,עלי טורטיה עם קמח תירס,,275,,8,80,,
8720701141407,שוקולד מריר עם שקדים,,538,,,,,100
8858271003136,הוי סטיר,,92,,,,,100
8906038740821,קחי תירס מתוקים מבושלים,https://images.openfoodfacts.org/images/products/890/603/874/0821/front_he.3.400.jpg,96,,,,,100
8936018435287,דג ברקודה מיובש עם צ׳ילי,,271,,,,,100
8936146200269,מי קוקוס אורגניים,https://images.openfoodfacts.org/images/products/893/614/620/0269/front_he.3.400.jpg,16.2,,,,,100
